,STP101B,STP117B,STP118B,STP119B,STP120B,STP125B,STP127B,STP128B,STP129B,STP130B,STP133B,STP136B,STP142B,STP144B,STP145B,STP149B,STP150B,STP151B,STP153B,STP154B,STP156B,STP161B,STP165B,STP166B,STP172B,STP173B,STP185B,STP193B,STP197B,STP201B,STP202B,STP204B,STP205B,STP206B,STP209B,STP20B,STP217B,STP218B,STP221B,STP224B,STP225B,STP24,STP245,STP247,STP248,STP249,STP25,STP250,STP26,STP27,STP29,STP292,STP293,STP294,STP30,STP40B,STP41B,STP42B,STP46B,STP47B,STP48B,STP503,STP505,STP509,STP50B,STP510,STP511,STP512,STP513,STP516,STP51B,STP552,STP557,STP558,STP559,STP560,STP561,STP563,STP564,STP565,STP567,STP570,STP571,STP572,STP578,STP579,STP588,STP592,STP595,STP596,STP601,STP602,STP603,STP604,STP606,STP607,STP608,STP609,STP610,STP612,STP666,STP667,STP669,STP672,STP673,STP674,STP676,STP67B,STP686,STP699,STP700,STP701,STP707,STP70B,STP713,STP719,STP71B,STP73B,STP746,STP748,STP74B,STP753,STP754,STP755,STP76B,STP79B,STP80B,STP84B,STP87B,STP89B,STP94B,STP97B,STP98B
ASV_39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,1,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,4,0,0,1,0,0,1,0,0,0,0,1,0,0,5,38,0,2,2887,0,2,0,3,1,0,332,8751,453,22570,0,1,13723,8318,3317,0,0,3448,0,0,4,0,0,2553,1,0,0,68,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,104,369,0,0,0,1113,118,0,0,0,0,0,0,0,99,34,0,122,0,87,0,0,0,4,0,0,0,0,0,0,0,0,40,9703,15055,1958,0,0,0,0,0,0,0,0,0,0,8796,0,0,0,5691,227,0,0,5291,0,15470,0,0,0,2,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0
ASV_41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,75,63266,21,62,0,57,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,10,296,93,0,0,1,47710,0,19,1013,0,0,0,0,0,3,59,0,344,6899,0,0,0,23,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,9,6,9,53995,38,5,8,7,4,5,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ASV_44,0,0,0,0,7,2,0,255,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,942,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1,0,239,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,4,0,0,1,3,8,0,2174,2411,0,3094,12040,1048,21532,4304,166,3418,6,0,5,0,49,0,0,0,0,0,0,1,0,0,0,0,0,0,3,267,17,119,0,0,33,0,0,102,61,0,0,0,0
ASV_45,0,151,266,321,2661,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,358,137,106,0,0,994,0,55,354,0,0,0,0,0,0,0,0,0,0,3,762,0,1047,1111,0,1393,2799,0,6,1,0,227,0,0,5,19,1486,829,5828,0,0,0,2963,0,0,0,4,1,204,1,0,1,0,0,0,0,0,0,0,0,0,3,0,3,0,52,1,120,0,2012,0,1,1270,0,28,0,0,48,0,0,0,0,0,0,0,1719,0,0,0,0,0,61,0,0,198,0,0,5769,13,11323,2512,0,0,0,2,1586,1454,31,0,0,0
ASV_46,1009,1214,1649,0,1384,1466,3599,350,1157,3970,1059,613,1591,50,887,1025,2276,10042,1888,402,742,0,41,0,0,0,0,0,0,0,3,0,0,0,0,263,83,203,5,3003,276,269,0,0,0,0,226,0,190,208,0,0,0,0,0,0,2147,571,0,18,32,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,750,0,0,706,246,0,0,37,0,0,0,105,2211,47,1331,161,1137,240,1201,122
ASV_47,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,3,3,0,0,0,0,6,0,0,0,0,0,45993,0,0,0,0,0,13,0,0,0,0,0,1160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,3,0,0
ASV_48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,10,0,0,7,0,0,0,8,6,3,3,46032,1,2,2,0
ASV_51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,41728,3,2,18,0,2,3,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,203,11494,822,0,0,0,16907,11027,892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,500,4668,606,4436,3247,0,6419,4712,11738,2,0,4073,0,0,0,2,0,0,0,0,0,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,2,0,387,5695,536,895,9659,0,10441,6292,1106,0,0,2707,0,0,0,0,0,0,0,0,0,2447,6,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_56,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,129,220,513,490,8,68,1,3835,58,0,0,0,0,0,0,0,1141,23,2454,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9602,7408,0,0,1,0,0,0,0,0,0,0,4,5588,0,221,0,5284,205,3,0,0,0,225,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
ASV_57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,140,0,148,0,0,0,0,0,0,0,0,157,133,214,130,0,78,0,0,0,0,0,0,0,0,0,0,0,0,8,4398,2569,6689,0,0,0,0,0,0,0,0,0,0,3141,0,4,0,3761,309,0,0,0,0,12420,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,16109,0,0,0,17720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_60,662,12194,303,0,39,488,0,0,34,372,114,163,0,0,118,60,0,1304,754,0,0,7,1722,0,27,1646,0,705,57,0,0,0,80,892,0,0,0,0,0,0,0,69,0,1,2,0,123,0,1044,1358,0,0,0,0,531,290,683,539,934,68,339,0,0,0,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,277,0,0,0,193,0,0,0,0,0,0,47,0,0,124,0,0,247,543,0
ASV_62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,2046,143,1041,0,0,3145,2767,16774,0,0,1609,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341,0,0,0,0,0,0,20,0,1399,0,105,7132,1,18419,40,8,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_64,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6,7726,30,1581,46,15031,0,14,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,653,1453,0,0,0,0,0,0,19,0,0
ASV_65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5045,256,14164,195,0,0,0,0,0,0,831,295,0,0,0,1,0,0,207,0,0,0,0,3,0,0,0,0,0,0,0,2,2416,0,1648,0,0,0,2,0,0,0,0,0,0,3,2,0,1,0,0,1,162,1,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,0,0,0,0,0,0,0,0,0,0
ASV_66,1,0,0,0,0,0,0,0,0,0,0,5,24585,0,4,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12800,0,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11730,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_68,0,65,66,90,900,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,27,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,103,0,47,0,0,0,0,0,31,0,4,0,0,4486,260,1029,0,0,0,707,0,0,0,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,299,0,0,753,0,11,0,0,4,0,0,0,0,0,0,0,75,0,0,0,0,0,50,0,0,0,0,0,1457,63,11617,1624,0,0,0,0,40,0,0,0,0,0
ASV_69,0,0,0,0,0,0,0,0,719,0,0,0,8,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,793,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,1439,0,0,4016,0,0,0,0,8,0,0,0,0,0,12138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2052,0,0,0,0,281
ASV_70,32,0,0,0,0,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,16,3,0,106,4,0,0,9,10,743,0,11,12,4808,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,6,0,0,0,284,0,0,0,6,0,0,1,0,0,0,6,0,50,1967,82,3135,251,0,107,33,0,164,0,0,0,0,0,2,0,0,0,0,0,0,16,29,0,0,0,0,2,0,0,1663,0,0,0,0,0,0,0,0,82,0,0,94,2,8763,9,0,2,0,0,0,0,0,0,0,0
ASV_73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2809,60,18552,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,2,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,1463,1111,137,80,2635,1422,6,1633,112,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,103,405,9444,0,517,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,0,69,1100,0,0,0,0,0,0,0,0,0,0
ASV_75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,159,1,0,9297,0,454,1229,8563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2281,6,0,0,0,0,0,0,0,0,1413,0,0,0,0,2527,0,0,0,0,0,0,0,0,3,0,0,0,0,0,12723,0,0,10,0,0,0,0,0,0,0,0,0,0,0
ASV_77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8874,0,0,0,9433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ASV_78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,558,52,0,0,0,1296,886,0,0,0,228,0,0,0,0,0,0,15115,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,12,0,0,58,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4160,0,0,0,0,0,0,0,0,0,2,0,0,0,0,215,9,0,2,0,0,13551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,17613,56,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_81,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,4986,1706,263,0,0,0,0,0,0,0,0,0,0,157,0,0,2,9010,388,0,0,413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_83,18,0,0,39,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,4,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15495,0,0,0,2,0,0,1,0,0,0,0,1032,0,0,0,1,0,0,0
ASV_84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,57,0,0,2,0,0,0,46,1,15824,5,1,0,0,0,0
ASV_87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,45,172,120,438,0,0,34,4783,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,2465,1512,801,0,0,0,0,0,0,0,0,0,2,2315,0,127,0,1905,75,0,0,0,1,310,0,0,2,3,11,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
ASV_88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14333,0,0,0,0,0,0,0,0,0,1,0,0,0,0,785,39,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,64,0,0,0,14518,0,0,4,2,0,1,1,0
ASV_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,46,0,2,0,0,144,0,0,0,0,0,0,0,0,0,0,0,13907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,173,0,0,0,0,0,0,0,0,15,0,42,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,31,0,0,86,0,0,0,0,0,0,0,0,0,0,72,0,0,0,96,0,0,2,0,0,13042,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_92,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,580,267,163,0,0,0,1479,158,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,2122,147,6318,0,0,0,0,0,0,0,0,0,0,30,0,0,0,1305,35,0,2,0,0,779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ASV_93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,84,5284,0,0,0,8179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1182,0,0,0,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2230,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,6705,315,0,0,2381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2360,5,27,0,496,596,30,366,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1719,2047,0,3472,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,43,1155,0,0,0,0,0,0,0,0,0,0
